Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag,Time
124.779,2018-04-15 05:12:33.000,384.27,9223.0,-107.07448000000001,16.986720000000002,124.0,13.6401,13.6298,4.141122,4.140272,0.32445,12.3526,4.5586,0.081339,0.0,4.5586,0.1081,0.5115,0.0,4.653,0.0,0.2088,0.0,0.5105,34.783,34.7844,26.098,26.1012,0.0452,1.376,0.54,False,2018-04-15 05:18:57.270
125.785,2018-04-15 05:12:33.000,385.227,9246.0,-107.07448000000001,16.986720000000002,125.0,13.5957,13.5959,4.137297,4.137299,0.2876,12.3517,4.5596,0.07500599999999999,0.0,4.5596,0.0959,0.5114,0.0,4.6533,0.0,0.1738,0.0,0.5104,34.787,34.7868,26.1103,26.1101,0.044,1.34,0.525,False,2018-04-15 05:18:58.227
126.792,2018-04-15 05:12:33.000,386.083,9267.0,-107.07448000000001,16.986720000000002,126.0,13.5837,13.5841,4.136198,4.136229,0.28292,12.3517,4.5596,0.06995499999999999,0.0,4.5596,0.0943,0.5111,0.0,4.6536,0.0,0.1439,0.0,0.5101,34.7872,34.7871,26.113,26.1128,0.0425,1.296,0.508,False,2018-04-15 05:18:59.083
127.79899999999999,2018-04-15 05:12:33.000,386.94300000000004,9288.0,-107.07448000000001,16.986720000000002,127.0,13.5723,13.5724,4.135167,4.135127,0.28206,12.3511,4.5603,0.06513,0.0,4.5603,0.094,0.511,0.0,4.6542,0.0,0.1129,0.0,0.51,34.7874,34.787,26.1155,26.1152,0.043,1.308,0.513,False,2018-04-15 05:18:59.943
128.805,2018-04-15 05:12:33.000,387.836,9309.0,-107.07448000000001,16.986720000000002,128.0,13.53,13.5293,4.1312489999999995,4.13109,0.25965,12.3505,4.561,0.063047,0.0,4.561,0.0865,0.511,0.0,4.6547,0.0,0.0989,0.0,0.51,34.7886,34.7878,26.1252,26.1247,0.0451,1.374,0.5379999999999999,False,2018-04-15 05:19:00.836
129.812,2018-04-15 05:12:33.000,388.699,9330.0,-107.07448000000001,16.986720000000002,129.0,13.4539,13.4529,4.123530000000001,4.123361,0.24449,12.3499,4.5616,0.059087,0.0,4.5616,0.0815,0.5111,0.0,4.6549,0.0,0.071,0.0,0.5101,34.7849,34.7842,26.1379,26.1376,0.0431,1.3130000000000002,0.513,False,2018-04-15 05:19:01.699
130.81799999999998,2018-04-15 05:12:33.000,389.505,9349.0,-107.07448000000001,16.986720000000002,130.0,13.4056,13.4052,4.118396,4.118286,0.24561999999999998,12.3504,4.5611,0.05890599999999999,0.0,4.5611,0.0819,0.5109,0.0,4.6548,0.0,0.0697,0.0,0.5099,34.7801,34.7794,26.1441,26.1437,0.041,1.249,0.488,False,2018-04-15 05:19:02.505
131.825,2018-04-15 05:12:33.000,390.25199999999995,9367.0,-107.07448000000001,16.986720000000002,131.0,13.3876,13.388,4.1168260000000005,4.11684,0.24045999999999998,12.3499,4.5617,0.053854,0.0,4.5617,0.0802,0.5105,0.0,4.6556,0.0,0.0307,0.0,0.5095,34.7813,34.7811,26.1487,26.1485,0.0403,1.228,0.479,False,2018-04-15 05:19:03.252
132.832,2018-04-15 05:12:33.000,391.064,9387.0,-107.07448000000001,16.986720000000002,132.0,13.3834,13.3839,4.116511,4.116562999999999,0.24258000000000002,12.3499,4.5617,0.051157999999999995,0.0,4.5617,0.0809,0.5104,0.0,4.6558,0.0,0.0089,0.0,0.5094,34.7817,34.7818,26.15,26.1499,0.0413,1.258,0.491,False,2018-04-15 05:19:04.064
133.838,2018-04-15 05:12:33.000,392.314,9417.0,-107.07448000000001,16.986720000000002,133.0,13.3793,13.3797,4.116232,4.1162160000000005,0.27563000000000004,12.3499,4.5617,0.050727999999999995,0.0,4.5617,0.0919,0.5104,0.0,4.6561,0.0,0.0054,0.0,0.5094,34.7824,34.7819,26.1513,26.1509,0.0419,1.276,0.498,False,2018-04-15 05:19:05.314
134.845,2018-04-15 05:12:33.000,394.17199999999997,9461.0,-107.07448000000001,16.986720000000002,134.0,13.3716,13.3719,4.115588,4.115608,0.26156,12.3496,4.562,0.050669,0.0,4.562,0.0872,0.5104,0.0,4.6572,0.0,0.0049,0.0,0.5094,34.7829,34.7829,26.1533,26.1532,0.0416,1.2670000000000001,0.494,False,2018-04-15 05:19:07.172
135.852,2018-04-15 05:12:33.000,395.278,9488.0,-107.07448000000001,16.986720000000002,135.0,13.3671,13.3677,4.115255,4.115346,0.23340999999999998,12.3498,4.5619,0.050671,0.0,4.5619,0.0778,0.5104,0.0,4.6581,0.0,0.0049,0.0,0.5094,34.7835,34.7838,26.1547,26.1548,0.042,1.2790000000000001,0.499,False,2018-04-15 05:19:08.278
136.858,2018-04-15 05:12:33.000,396.01800000000003,9505.0,-107.07448000000001,16.986720000000002,136.0,13.3491,13.3493,4.113646,4.113693,0.22873000000000002,12.3498,4.5619,0.050671,0.0,4.5619,0.0762,0.5105,0.0,4.6582,0.0,0.0049,0.0,0.5095,34.7843,34.7846,26.1591,26.1592,0.0423,1.287,0.502,False,2018-04-15 05:19:09.018
137.865,2018-04-15 05:12:33.000,396.666,9521.0,-107.07448000000001,16.986720000000002,137.0,13.3364,13.3366,4.113085,4.113148000000001,0.21124,12.3494,4.5623,0.050671,0.0,4.5623,0.0704,0.5105,0.0,4.6584,0.0,0.0049,0.0,0.5095,34.7902,34.7906,26.1662,26.1665,0.0418,1.274,0.49700000000000005,False,2018-04-15 05:19:09.666
138.872,2018-04-15 05:12:33.000,397.295,9536.0,-107.07448000000001,16.986720000000002,138.0,13.3022,13.3017,4.110378,4.110361,0.18746,12.3478,4.5641,0.050662,0.0,4.5641,0.0625,0.5104,0.0,4.6588,0.0,0.0048,0.0,0.5094,34.7954,34.7957,26.1773,26.1776,0.0416,1.265,0.493,False,2018-04-15 05:19:10.295
139.878,2018-04-15 05:12:33.000,397.963,9552.0,-107.07448000000001,16.986720000000002,139.0,13.264,13.2642,4.107039,4.107069999999999,0.17386,12.3475,4.5644,0.050671,0.0,4.5644,0.058,0.5104,0.0,4.6593,0.0,0.0049,0.0,0.5094,34.7983,34.7985,26.1872,26.1874,0.0418,1.273,0.495,False,2018-04-15 05:19:10.963
140.885,2018-04-15 05:12:33.000,398.745,9571.0,-107.07448000000001,16.986720000000002,140.0,13.2419,13.2419,4.104991,4.104998999999999,0.16627999999999998,12.3472,4.5647,0.050671,0.0,4.5647,0.0554,0.5104,0.0,4.6593,0.0,0.0049,0.0,0.5094,34.7987,34.7988,26.1921,26.1922,0.0417,1.2690000000000001,0.494,False,2018-04-15 05:19:11.745
141.892,2018-04-15 05:12:33.000,399.8,9596.0,-107.07448000000001,16.986720000000002,141.0,13.2165,13.2162,4.102515,4.102498000000001,0.16510999999999998,12.3468,4.5652,0.050671,0.0,4.5652,0.055,0.5104,0.0,4.6595,0.0,0.0049,0.0,0.5094,34.7981,34.7982,26.1968,26.1969,0.0417,1.2690000000000001,0.494,False,2018-04-15 05:19:12.800
