Pressure [dbar],timeS,longitude,latitude,depSMlignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
2090.0,2353.772,-106.97898,16.98434,2090,2.1327,2.132,3.15177,3.151777,0.061818,12.3234,4.5921,0.0501,0,4.5921,0.0206,0.9327,0,4.5824,0,0,0,0.938,34.6444,34.6453,27.688,27.6887,2.8431,86.453,26.163
2091.0,2354.898,-106.97898,16.98434,2091,2.13,2.1301,3.15159,3.151657,0.062264,12.3232,4.5923,0.0501,0,4.5923,0.0208,0.9329,0,4.5824,0,0,0,0.9382,34.6446,34.6453,27.6884,27.689,2.8419,86.417,26.15
2092.0,2356.164,-106.97898,16.98434,2092,2.13,2.1302,3.151635,3.151718,0.062271,12.3231,4.5924,0.0501,0,4.5924,0.0208,0.9333,0,4.5822,0,0,0,0.9385,34.6446,34.6454,27.6884,27.689,2.8496,86.653,26.222
2093.0,2357.331,-106.97898,16.98434,2093,2.13,2.1299,3.151674,3.15174,0.062271,12.323,4.5925,0.0501,0,4.5925,0.0208,0.9335,0,4.5822,0,0,0,0.9388,34.6446,34.6455,27.6884,27.6891,2.8479,86.601,26.206
2094.0,2358.262,-106.97898,16.98434,2094,2.1297,2.1298,3.151691,3.151773,0.062448,12.323,4.5925,0.0501,0,4.5925,0.0209,0.9337,0,4.5815,0,0,0,0.9389,34.6447,34.6456,27.6885,27.6892,2.8456,86.53,26.184
2095.0,2359.055,-106.97898,16.98434,2095,2.1293,2.1292,3.151695,3.151764,0.062071,12.3231,4.5925,0.0501,0,4.5925,0.0207,0.9337,0,4.5815,0,0,0,0.9389,34.6447,34.6456,27.6885,27.6893,2.8498,86.657,26.222
2096.0,2359.817,-106.97898,16.98434,2096,2.1288,2.1288,3.151708,3.151774,0.061889,12.3232,4.5923,0.0501,0,4.5923,0.0207,0.934,0,4.5817,0,0,0,0.9392,34.6448,34.6457,27.6887,27.6894,2.8504,86.675,26.227
2097.0,2360.61,-106.97899,16.98434,2097,2.1292,2.1289,3.151766,3.151823,0.062254,12.3231,4.5924,0.0501,0,4.5924,0.0208,0.9338,0,4.5823,0,0,0,0.9391,34.6447,34.6456,27.6885,27.6893,2.8498,86.659,26.223
2098.0,2361.589,-106.979,16.98434,2098,2.1289,2.1288,3.151784,3.15184,0.062394,12.323,4.5925,0.0501,0,4.5925,0.0208,0.9341,0,4.5822,0,0,0,0.9393,34.6447,34.6455,27.6886,27.6892,2.8511,86.697,26.234
2099.0,2363.409,-106.97899,16.98434,2099,2.1289,2.1286,3.151817,3.151856,0.061743,12.3233,4.5922,0.0501,0,4.5922,0.0206,0.9342,0,4.582,0,0,0,0.9394,34.6445,34.6454,27.6885,27.6892,2.852,86.726,26.243
2100.0,2365.285,-106.97898,16.98434,2100,2.1283,2.1282,3.151822,3.151881,0.061308,12.323,4.5925,0.0501,0,4.5925,0.0205,0.9343,0,4.5814,0,0,0,0.9395,34.6448,34.6456,27.6887,27.6894,2.854,86.787,26.261
2101.0,2366.359,-106.97898,16.98434,2101,2.1284,2.1282,3.151864,3.151931,0.061967,12.3234,4.5921,0.0501,0,4.5921,0.0207,0.9346,0,4.5814,0,0,0,0.9399,34.6447,34.6457,27.6887,27.6895,2.8558,86.841,26.278
2102.0,2367.21,-106.97898,16.98434,2102,2.1283,2.1282,3.151916,3.151982,0.062071,12.3232,4.5923,0.0501,0,4.5923,0.0207,0.9345,0,4.5811,0,0,0,0.9397,34.6449,34.6459,27.6888,27.6896,2.8458,86.535,26.185
2103.0,2367.952,-106.97898,16.98434,2103,2.1258,2.1255,3.151744,3.151778,0.061841,12.3231,4.5924,0.0501,0,4.5924,0.0206,0.9342,0,4.5804,0,0,0,0.9394,34.645,34.6457,27.6891,27.6897,2.8455,86.526,26.181
2104.0,2368.65,-106.97898,16.98434,2104,2.1216,2.1215,3.15144,3.151495,0.062043,12.3233,4.5922,0.0501,0,4.5922,0.0207,0.9343,0,4.5805,0,0,0,0.9395,34.6453,34.6461,27.6897,27.6903,2.8553,86.824,26.268
2105.0,2369.333,-106.97898,16.98434,2105,2.1205,2.1205,3.151391,3.151445,0.062271,12.323,4.5925,0.0501,0,4.5925,0.0208,0.9343,0,4.5811,0,0,0,0.9395,34.6453,34.646,27.6898,27.6903,2.8569,86.873,26.282
2106.0,2370.057,-106.97898,16.98436,2106,2.1192,2.1189,3.151319,3.151346,0.062069,12.3231,4.5925,0.0501,0,4.5925,0.0207,0.9344,0,4.5815,0,0,0,0.9396,34.6453,34.646,27.6899,27.6905,2.8637,87.082,26.345
2107.0,2370.827,-106.97898,16.98436,2107,2.117,2.1169,3.151174,3.151234,0.062269,12.3233,4.5922,0.0501,0,4.5922,0.0208,0.9348,0,4.5819,0,0,0,0.94,34.6454,34.6463,27.6902,27.6909,2.8709,87.301,26.409
2108.0,2371.65,-106.97899,16.98436,2108,2.1146,2.1141,3.151006,3.151046,0.062087,12.3231,4.5924,0.0501,0,4.5924,0.0207,0.9351,0,4.5817,0,0,0,0.9404,34.6454,34.6464,27.6904,27.6912,2.8725,87.35,26.422
2109.0,2372.519,-106.979,16.98436,2109,2.1132,2.1129,3.150922,3.150989,0.060493,12.3231,4.5924,0.0501,0,4.5924,0.0202,0.9355,0,4.5814,0,0,0,0.9408,34.6454,34.6465,27.6905,27.6914,2.8742,87.4,26.437
2110.0,2373.496,-106.979,16.98436,2110,2.1127,2.1125,3.150932,3.150976,0.061938,12.3236,4.5919,0.0501,0,4.5919,0.0207,0.9359,0,4.5814,0,0,0,0.9412,34.6455,34.6464,27.6906,27.6913,2.8807,87.598,26.496
2111.0,2374.847,-106.97899,16.98435,2111,2.1128,2.1126,3.150975,3.151018,0.061611,12.323,4.5925,0.0501,0,4.5925,0.0206,0.9364,0,4.5818,0,0,0,0.9417,34.6454,34.6462,27.6905,27.6911,2.8784,87.529,26.475
2112.0,2376.523,-106.97898,16.98434,2112,2.1129,2.1127,3.151028,3.151077,0.062738,12.3231,4.5924,0.0501,0,4.5924,0.021,0.937,0,4.5819,0,0,0,0.9423,34.6456,34.6463,27.6906,27.6912,2.8834,87.68,26.521
2113.0,2377.818,-106.97898,16.98434,2113,2.1128,2.1128,3.151062,3.151131,0.061851,12.3235,4.5919,0.0501,0,4.5919,0.0207,0.9371,0,4.5819,0,0,0,0.9425,34.6455,34.6464,27.6906,27.6913,2.8809,87.604,26.498
2114.0,2378.947,-106.97898,16.98434,2114,2.1124,2.1122,3.151064,3.15113,0.061999,12.3232,4.5923,0.0501,0,4.5923,0.0207,0.9374,0,4.582,0,0,0,0.9428,34.6456,34.6465,27.6907,27.6914,2.8801,87.58,26.491
2115.0,2380.008,-106.97898,16.98434,2115,2.1116,2.1116,3.151047,3.151114,0.062273,12.3232,4.5924,0.0501,0,4.5924,0.0208,0.9375,0,4.5821,0,0,0,0.9429,34.6456,34.6465,27.6908,27.6915,2.8786,87.533,26.476
2116.0,2380.954,-106.97898,16.98435,2116,2.1077,2.1075,3.150758,3.150812,0.061593,12.323,4.5925,0.0501,0,4.5925,0.0206,0.9372,0,4.5814,0,0,0,0.9426,34.6458,34.6467,27.6912,27.692,2.8763,87.465,26.453
2117.0,2381.812,-106.97898,16.98436,2117,2.1054,2.1053,3.150606,3.150684,0.062271,12.3229,4.5926,0.0501,0,4.5926,0.0208,0.9373,0,4.5814,0,0,0,0.9426,34.6459,34.6469,27.6916,27.6923,2.8848,87.721,26.529
2118.0,2382.63,-106.97898,16.98436,2118,2.1053,2.1048,3.150644,3.150687,0.062465,12.3229,4.5926,0.0501,0,4.5926,0.0209,0.9376,0,4.5813,0,0,0,0.943,34.646,34.647,27.6916,27.6925,2.8878,87.812,26.556
2119.0,2383.431,-106.97898,16.98436,2119,2.1044,2.1044,3.150617,3.150675,0.062273,12.3229,4.5926,0.0501,0,4.5926,0.0208,0.9376,0,4.5814,0,0,0,0.943,34.6461,34.6468,27.6918,27.6923,2.8859,87.755,26.538
2120.0,2384.248,-106.97898,16.98436,2120,2.1042,2.104,3.150646,3.150692,0.062093,12.3231,4.5924,0.0501,0,4.5924,0.0207,0.9377,0,4.5816,0,0,0,0.9431,34.6462,34.647,27.6918,27.6925,2.8846,87.717,26.527
2121.0,2385.077,-106.97898,16.98436,2121,2.1033,2.1032,3.150606,3.150675,0.061202,12.3232,4.5923,0.0501,0,4.5923,0.0204,0.9377,0,4.5816,0,0,0,0.9431,34.6461,34.6471,27.6919,27.6927,2.8854,87.74,26.533
2122.0,2385.919,-106.97898,16.98436,2122,2.1032,2.1031,3.150641,3.150701,0.060993,12.3231,4.5924,0.0501,0,4.5924,0.0203,0.9378,0,4.5818,0,0,0,0.9432,34.6462,34.647,27.692,27.6926,2.8869,87.787,26.547
2123.0,2386.782,-106.97898,16.98436,2123,2.103,2.1029,3.150662,3.150721,0.061423,12.3231,4.5925,0.0501,0,4.5925,0.0205,0.9379,0,4.5817,0,0,0,0.9433,34.6462,34.647,27.692,27.6927,2.8932,87.978,26.605
2124.0,2387.885,-106.97898,16.98436,2124,2.1019,2.1018,3.150603,3.150659,0.06149,12.3229,4.5926,0.0501,0,4.5926,0.0205,0.9383,0,4.5818,0,0,0,0.9437,34.6461,34.6469,27.692,27.6927,2.8989,88.15,26.656
2125.0,2390.032,-106.97898,16.98436,2125,2.1023,2.1019,3.150674,3.15071,0.061545,12.3236,4.5918,0.0501,0,4.5918,0.0205,0.9389,0,4.5818,0,0,0,0.9443,34.6461,34.6469,27.692,27.6926,2.8959,88.06,26.629
2126.0,2391.247,-106.97898,16.98436,2126,2.1022,2.1021,3.150721,3.150795,0.061724,12.3229,4.5927,0.0501,0,4.5927,0.0206,0.9389,0,4.5809,0,0,0,0.9443,34.6463,34.6473,27.6921,27.6929,2.8877,87.81,26.554
2127.0,2392.008,-106.97898,16.98436,2127,2.1024,2.1024,3.150783,3.150848,0.062059,12.3231,4.5924,0.0501,0,4.5924,0.0207,0.9384,0.0001,4.5802,0,0,0,0.9438,34.6463,34.6471,27.6921,27.6928,2.8911,87.913,26.585
2128.0,2392.688,-106.97898,16.98436,2128,2.1022,2.1022,3.150795,3.150877,0.061846,12.3232,4.5923,0.0501,0,4.5923,0.0206,0.9388,0,4.5806,0,0,0,0.9442,34.6462,34.6472,27.6921,27.6929,2.896,88.064,26.63
2129.0,2393.351,-106.97898,16.98436,2129,2.1014,2.1013,3.150779,3.150848,0.061815,12.3227,4.5928,0.0501,0,4.5928,0.0206,0.9386,0,4.5814,0,0,0,0.944,34.6463,34.6473,27.6922,27.693,2.8886,87.836,26.561
2130.0,2394.089,-106.97898,16.98436,2130,2.1007,2.1004,3.150755,3.150804,0.061882,12.3228,4.5927,0.0501,0,4.5927,0.0207,0.9386,0,4.5817,0,0,0,0.944,34.6463,34.6472,27.6923,27.693,2.8935,87.986,26.606
2131.0,2395.084,-106.97898,16.98436,2131,2.0983,2.0981,3.150585,3.150641,0.061771,12.323,4.5926,0.0501,0,4.5926,0.0206,0.9386,0,4.5818,0,0,0,0.944,34.6463,34.6472,27.6925,27.6932,2.8977,88.113,26.643
2132.0,2396.475,-106.97898,16.98436,2132,2.0939,2.0938,3.150263,3.150321,0.061731,12.323,4.5926,0.0501,0,4.5926,0.0206,0.9389,0,4.5821,0,0,0,0.9443,34.6466,34.6473,27.693,27.6937,2.8997,88.176,26.659
2133.0,2397.656,-106.97898,16.98436,2133,2.0929,2.0928,3.150228,3.150292,0.061395,12.3229,4.5927,0.0501,0,4.5927,0.0205,0.9389,0,4.5822,0,0,0,0.9443,34.6466,34.6476,27.6932,27.694,2.903,88.274,26.688
2134.0,2398.658,-106.97898,16.98436,2134,2.0922,2.092,3.150207,3.150265,0.061653,12.3229,4.5926,0.0501,0,4.5926,0.0206,0.9393,0,4.5822,0,0,0,0.9448,34.6467,34.6476,27.6933,27.694,2.9099,88.486,26.752
2135.0,2399.767,-106.97898,16.98436,2135,2.091,2.0909,3.150143,3.150202,0.061309,12.3229,4.5927,0.0501,0,4.5927,0.0205,0.9394,0,4.5823,0,0,0,0.9449,34.6467,34.6475,27.6934,27.694,2.9083,88.435,26.735
2136.0,2401.064,-106.97898,16.98436,2136,2.0903,2.0902,3.150134,3.150189,0.062032,12.3229,4.5926,0.0501,0,4.5926,0.0207,0.9399,0,4.5818,0,0,0,0.9454,34.6468,34.6476,27.6936,27.6942,2.9141,88.614,26.789
2137.0,2402.116,-106.97898,16.98436,2137,2.0898,2.0897,3.150136,3.150207,0.061263,12.3228,4.5927,0.0501,0,4.5927,0.0204,0.9401,0,4.5809,0,0,0,0.9455,34.6469,34.6479,27.6937,27.6944,2.9096,88.476,26.747
2138.0,2402.925,-106.97898,16.98436,2138,2.0895,2.0894,3.150156,3.150225,0.062056,12.3229,4.5927,0.0501,0,4.5927,0.0207,0.9402,0,4.5801,0,0,0,0.9456,34.647,34.6479,27.6938,27.6945,2.9094,88.47,26.745
2139.0,2403.642,-106.97898,16.98436,2139,2.0894,2.0893,3.150191,3.150243,0.061587,12.3227,4.5929,0.0501,0,4.5929,0.0206,0.9402,0,4.5804,0,0,0,0.9456,34.647,34.6477,27.6937,27.6944,2.9113,88.528,26.762
2140.0,2404.34,-106.97898,16.98436,2140,2.0893,2.0892,3.15022,3.150284,0.061843,12.3229,4.5926,0.0501,0,4.5926,0.0206,0.9404,0,4.5813,0,0,0,0.9458,34.647,34.6478,27.6938,27.6945,2.9146,88.627,26.792
2141.0,2405.119,-106.97898,16.98436,2141,2.0884,2.0882,3.150176,3.150237,0.061774,12.3234,4.592,0.0501,0,4.592,0.0206,0.9404,0,4.5822,0,0,0,0.9458,34.6469,34.6478,27.6938,27.6945,2.9153,88.648,26.798
2142.0,2406.255,-106.97898,16.98436,2142,2.0862,2.0861,3.150031,3.150083,0.061954,12.323,4.5925,0.0501,0,4.5925,0.0207,0.9406,0,4.5822,0,0,0,0.9461,34.647,34.6478,27.694,27.6947,2.9213,88.831,26.852
2143.0,2408.278,-106.97898,16.98436,2143,2.0849,2.0849,3.149967,3.150023,0.061843,12.323,4.5925,0.0501,0,4.5925,0.0206,0.9411,0,4.5823,0,0,0,0.9465,34.647,34.6478,27.6942,27.6948,2.9187,88.753,26.827
2144.0,2409.543,-106.97898,16.98436,2144,2.0833,2.0831,3.149882,3.149933,0.061299,12.3228,4.5927,0.0501,0,4.5927,0.0205,0.9414,0,4.5818,0,0,0,0.9469,34.6472,34.6481,27.6945,27.6952,2.9238,88.909,26.873
2145.0,2410.376,-106.97898,16.98436,2145,2.0809,2.0807,3.149724,3.149783,0.060209,12.3229,4.5927,0.0501,0,4.5927,0.0201,0.9413,0,4.5808,0,0,0,0.9468,34.6473,34.6483,27.6948,27.6955,2.9199,88.789,26.836
2146.0,2411.08,-106.97898,16.98436,2146,2.0793,2.0792,3.14964,3.149688,0.061403,12.3227,4.5928,0.0501,0,4.5928,0.0205,0.9414,0,4.5806,0,0,0,0.9469,34.6475,34.6483,27.695,27.6957,2.9226,88.87,26.859
2147.0,2411.737,-106.97898,16.98436,2147,2.0783,2.078,3.149591,3.149645,0.062254,12.3229,4.5927,0.0501,0,4.5927,0.0208,0.9414,0,4.5806,0,0,0,0.9469,34.6476,34.6485,27.6952,27.6959,2.9226,88.872,26.859
2148.0,2412.395,-106.97898,16.98436,2148,2.0769,2.077,3.149522,3.1496,0.061263,12.3229,4.5927,0.0501,0,4.5927,0.0204,0.9415,0,4.5815,0,0,0,0.947,34.6477,34.6485,27.6953,27.696,2.9273,89.014,26.901
2149.0,2413.113,-106.97898,16.98436,2149,2.0768,2.0766,3.149543,3.149601,0.060356,12.3229,4.5926,0.0501,0,4.5926,0.0201,0.9416,0,4.5823,0,0,0,0.9471,34.6476,34.6485,27.6953,27.6961,2.9418,89.455,27.034
2150.0,2414.068,-106.97898,16.98436,2150,2.0758,2.0755,3.14949,3.149532,0.062,12.3228,4.5928,0.0501,0,4.5928,0.0207,0.9427,0,4.5824,0,0,0,0.9482,34.6475,34.6483,27.6953,27.696,2.9437,89.514,27.051
2151.0,2415.651,-106.97898,16.98436,2151,2.0752,2.0752,3.149481,3.149549,0.06185,12.323,4.5926,0.0501,0,4.5926,0.0207,0.9427,0,4.5825,0,0,0,0.9482,34.6475,34.6483,27.6954,27.696,2.9341,89.221,26.962
2152.0,2417.206,-106.97898,16.98436,2152,2.0752,2.0752,3.149527,3.14959,0.06216,12.3226,4.5929,0.0501,0,4.5929,0.0208,0.9429,0,4.5827,0,0,0,0.9484,34.6476,34.6484,27.6955,27.696,2.9373,89.317,26.991
2153.0,2418.457,-106.97898,16.98436,2153,2.0753,2.0753,3.149577,3.149649,0.061741,12.3229,4.5926,0.0501,0,4.5926,0.0206,0.943,0,4.5826,0,0,0,0.9486,34.6476,34.6485,27.6954,27.6962,2.9391,89.372,27.008
2154.0,2419.565,-106.97898,16.98436,2154,2.0754,2.0753,3.149635,3.149693,0.059751,12.3228,4.5927,0.0501,0,4.5927,0.0199,0.9435,0,4.5828,0,0,0,0.9491,34.6477,34.6485,27.6955,27.6962,2.9509,89.731,27.117
2155.0,2420.497,-106.97898,16.98436,2155,2.075,2.075,3.149642,3.149716,0.061129,12.3229,4.5926,0.0501,0,4.5926,0.0204,0.9436,0,4.5822,0,0,0,0.9492,34.6477,34.6487,27.6955,27.6963,2.9395,89.386,27.012
2156.0,2421.301,-106.97898,16.98436,2156,2.075,2.0748,3.149693,3.149751,0.061854,12.3234,4.5921,0.0501,0,4.5921,0.0207,0.9436,0,4.5819,0,0,0,0.9492,34.6478,34.6487,27.6957,27.6964,2.9374,89.321,26.993
2157.0,2422.045,-106.97898,16.98436,2157,2.0751,2.075,3.149729,3.149799,0.061407,12.3232,4.5923,0.0501,0,4.5923,0.0205,0.9435,0,4.5817,0,0,0,0.9491,34.6477,34.6487,27.6956,27.6964,2.9329,89.183,26.951
2158.0,2422.755,-106.97898,16.98436,2158,2.0745,2.0744,3.149734,3.149803,0.061828,12.3229,4.5926,0.0501,0,4.5926,0.0206,0.9433,0,4.582,0,0,0,0.9488,34.6479,34.6488,27.6958,27.6965,2.933,89.188,26.952
2159.0,2423.482,-106.97898,16.98436,2159,2.0731,2.0727,3.149645,3.149678,0.061091,12.3228,4.5927,0.0501,0,4.5927,0.0204,0.9433,0,4.5823,0,0,0,0.9489,34.6478,34.6486,27.6958,27.6965,2.9444,89.535,27.056
2160.0,2424.255,-106.97898,16.98436,2160,2.0693,2.0691,3.149378,3.149437,0.060453,12.3228,4.5928,0.0501,0,4.5928,0.0202,0.9436,0,4.5824,0,0,0,0.9492,34.6481,34.649,27.6963,27.6971,2.9503,89.712,27.107
2161.0,2425.095,-106.97898,16.98436,2161,2.0688,2.0686,3.149365,3.14942,0.061028,12.3228,4.5928,0.0501,0,4.5928,0.0204,0.9437,0,4.5825,0,0,0,0.9493,34.648,34.6488,27.6963,27.697,2.9469,89.609,27.075
2162.0,2426.008,-106.97898,16.98436,2162,2.0685,2.0683,3.149376,3.149441,0.062686,12.3228,4.5927,0.0501,0,4.5927,0.0209,0.9438,0,4.5824,0,0,0,0.9494,34.648,34.6489,27.6963,27.6971,2.9456,89.571,27.064
2163.0,2427.108,-106.97898,16.98436,2163,2.0677,2.0676,3.149348,3.149408,0.061462,12.3227,4.5929,0.0501,0,4.5929,0.0205,0.9441,0,4.5825,0,0,0,0.9497,34.648,34.6488,27.6964,27.6971,2.9577,89.937,27.174
2164.0,2429.907,-106.97898,16.98436,2164,2.0687,2.0684,3.149463,3.149511,0.06133,12.323,4.5926,0.0501,0,4.5926,0.0205,0.9447,0,4.5827,0,0,0,0.9503,34.6478,34.6487,27.6962,27.697,2.9519,89.762,27.122
2165.0,2431.593,-106.97898,16.98436,2165,2.0645,2.0646,3.149172,3.149261,0.061271,12.3227,4.5929,0.0501,0,4.5929,0.0204,0.9449,0,4.5817,0,0,0,0.9504,34.6482,34.6492,27.6969,27.6977,2.9549,89.853,27.146
2166.0,2432.379,-106.97898,16.98436,2166,2.061,2.061,3.148934,3.148997,0.060977,12.323,4.5926,0.0501,0,4.5926,0.0203,0.9449,0,4.5842,0,0,0,0.9504,34.6486,34.6493,27.6974,27.698,2.9551,89.858,27.146
2167.0,2433.07,-106.97898,16.98436,2167,2.0609,2.0609,3.148961,3.149046,0.060896,12.3225,4.5931,0.0501,0,4.5931,0.0203,0.9451,0,4.5947,0,0,0,0.9506,34.6485,34.6496,27.6973,27.6983,2.9563,89.895,27.157
2168.0,2433.706,-106.97898,16.98436,2168,2.061,2.0609,3.149015,3.149076,0.059079,12.3229,4.5926,0.0501,0,4.5926,0.0197,0.945,0,4.5946,0,0,0,0.9505,34.6486,34.6494,27.6974,27.6981,2.9556,89.873,27.15
2169.0,2434.31,-106.97898,16.98436,2169,2.0606,2.0602,3.149024,3.149051,0.060663,12.3228,4.5927,0.0501,0,4.5927,0.0202,0.9451,0,4.5945,0,0,0,0.9506,34.6486,34.6493,27.6975,27.6981,2.9578,89.941,27.17
2170.0,2434.903,-106.97898,16.98436,2170,2.06,2.0596,3.14901,3.149038,0.061683,12.3231,4.5924,0.0501,0,4.5924,0.0206,0.9452,0,4.5946,0,0,0,0.9507,34.6486,34.6493,27.6976,27.6981,2.9613,90.048,27.202
2171.0,2435.498,-106.97898,16.98436,2171,2.0594,2.0593,3.149003,3.149075,0.060809,12.3232,4.5923,0.0501,0,4.5923,0.0203,0.9453,0,4.5947,0,0,0,0.9509,34.6486,34.6496,27.6976,27.6984,2.9625,90.083,27.212
2172.0,2436.113,-106.97898,16.98436,2172,2.0593,2.0592,3.149036,3.149107,0.061764,12.3232,4.5924,0.0501,0,4.5924,0.0206,0.9452,0,4.5957,0,0,0,0.9507,34.6486,34.6496,27.6976,27.6985,2.9623,90.078,27.211
2173.0,2436.795,-106.97898,16.98436,2173,2.0593,2.0592,3.149068,3.149131,0.062258,12.3227,4.5929,0.0501,0,4.5929,0.0208,0.9456,0,4.5962,0,0,0,0.9511,34.6485,34.6495,27.6976,27.6983,2.9706,90.331,27.287
2174.0,2437.627,-106.97898,16.98436,2174,2.0592,2.059,3.1491,3.149157,0.060904,12.3229,4.5926,0.0501,0,4.5926,0.0203,0.9459,0,4.596,0,0,0,0.9514,34.6486,34.6495,27.6976,27.6983,2.9728,90.398,27.307
2175.0,2440.051,-106.97899,16.98436,2175,2.0593,2.0593,3.149138,3.149207,0.060445,12.3229,4.5927,0.0501,0,4.5927,0.0202,0.9463,0,4.5963,0,0,0,0.9519,34.6484,34.6493,27.6975,27.6982,2.9684,90.263,27.267
2176.0,2442.395,-106.97898,16.98436,2176,2.0587,2.0586,3.149144,3.149207,0.060974,12.3229,4.5927,0.0501,0,4.5927,0.0203,0.9464,-6.09E-07,4.5958,0,0,0,0.952,34.6486,34.6495,27.6977,27.6984,2.9696,90.299,27.277
2177.0,2443.268,-106.97898,16.98436,2177,2.0571,2.057,3.14905,3.149119,0.061407,12.3227,4.5929,0.0501,0,4.5929,0.0205,0.9465,0,4.5962,0,0,0,0.9521,34.6487,34.6496,27.6979,27.6986,2.9706,90.329,27.285
2178.0,2444.092,-106.97898,16.98436,2178,2.0552,2.0549,3.14893,3.148977,0.061306,12.3229,4.5926,0.0501,0,4.5926,0.0205,0.9466,0,4.5959,0,0,0,0.9522,34.6488,34.6497,27.6981,27.6989,2.9684,90.264,27.264
2179.0,2444.862,-106.97898,16.98436,2179,2.0537,2.0536,3.148848,3.148925,0.060966,12.3226,4.593,0.0501,0,4.593,0.0203,0.9465,0,4.5955,0,0,0,0.9521,34.6489,34.65,27.6983,27.6992,2.9684,90.263,27.263
2180.0,2445.569,-106.97898,16.98436,2180,2.0538,2.0536,3.148905,3.148964,0.062098,12.3226,4.593,0.0501,0,4.593,0.0207,0.9464,0,4.5946,0,0,0,0.952,34.649,34.6499,27.6984,27.6991,2.975,90.463,27.324
2181.0,2446.237,-106.97898,16.98436,2181,2.0536,2.0535,3.14893,3.148995,0.06181,12.3226,4.5929,0.0501,0,4.5929,0.0206,0.9468,0,4.5945,0,0,0,0.9524,34.649,34.6499,27.6985,27.6992,2.983,90.706,27.397
2182.0,2446.871,-106.97898,16.98436,2182,2.0528,2.0527,3.148905,3.148957,0.06154,12.3226,4.593,0.0501,0,4.593,0.0205,0.947,0,4.5948,0,0,0,0.9526,34.6491,34.6498,27.6985,27.6991,2.9789,90.583,27.359
2183.0,2447.528,-106.97898,16.98436,2183,2.0518,2.0515,3.148853,3.148903,0.060146,12.3228,4.5928,0.0501,0,4.5928,0.02,0.947,0,4.5955,0,0,0,0.9526,34.649,34.6499,27.6986,27.6993,2.9779,90.553,27.349
2184.0,2448.232,-106.97898,16.98436,2184,2.0511,2.0509,3.148831,3.148904,0.060536,12.3226,4.593,0.0501,0,4.593,0.0202,0.9471,0,4.5959,0,0,0,0.9527,34.649,34.6501,27.6987,27.6995,2.9812,90.652,27.379
2185.0,2449.096,-106.97898,16.98436,2185,2.0504,2.0504,3.14882,3.148882,0.062073,12.3226,4.593,0.0501,0,4.593,0.0207,0.9473,0,4.5961,0,0,0,0.9529,34.6491,34.6499,27.6988,27.6994,2.9844,90.75,27.408
2186.0,2450.508,-106.97898,16.98436,2186,2.0495,2.0494,3.148776,3.148823,0.061436,12.3228,4.5927,0.0501,0,4.5927,0.0205,0.9475,0,4.5961,0,0,0,0.9532,34.649,34.6497,27.6988,27.6993,2.9836,90.727,27.4
2187.0,2452.182,-106.97898,16.98436,2187,2.0471,2.047,3.148617,3.148678,0.061833,12.3233,4.5921,0.0501,0,4.5921,0.0206,0.9478,0,4.5963,0,0,0,0.9535,34.6492,34.65,27.6991,27.6998,2.9917,90.971,27.472
2188.0,2453.351,-106.97898,16.98436,2188,2.0463,2.0462,3.148601,3.148656,0.061226,12.3226,4.593,0.0501,0,4.593,0.0204,0.948,0,4.5965,0,0,0,0.9537,34.6493,34.6501,27.6993,27.6999,2.9887,90.881,27.445
2189.0,2454.475,-106.97898,16.98436,2189,2.0454,2.0452,3.148563,3.148623,0.06135,12.3225,4.5931,0.0501,0,4.5931,0.0205,0.9485,0,4.5969,0,0,0,0.9542,34.6493,34.6503,27.6994,27.7001,2.9993,91.203,27.541
2190.0,2455.636,-106.97898,16.98436,2190,2.0448,2.0447,3.148552,3.148615,0.062263,12.3227,4.5929,0.0501,0,4.5929,0.0208,0.9487,0,4.5969,0,0,0,0.9544,34.6494,34.6502,27.6995,27.7001,2.9924,90.995,27.478
2191.0,2456.713,-106.97898,16.98436,2191,2.0441,2.044,3.14855,3.148601,0.060349,12.3226,4.5929,0.0501,0,4.5929,0.0201,0.9488,0,4.5965,0,0,0,0.9545,34.6495,34.6503,27.6996,27.7003,2.9927,91.003,27.48
2192.0,2457.614,-106.97898,16.98436,2192,2.0438,2.0436,3.14856,3.148621,0.060996,12.3226,4.593,0.0501,0,4.593,0.0203,0.9489,0,4.5959,0,0,0,0.9546,34.6495,34.6505,27.6997,27.7004,2.9954,91.084,27.504
2193.0,2458.415,-106.97898,16.98436,2193,2.0418,2.0417,3.14843,3.148494,0.060632,12.3226,4.5929,0.0501,0,4.5929,0.0202,0.9489,0,4.5958,0,0,0,0.9546,34.6495,34.6505,27.6998,27.7006,2.9987,91.184,27.533
2194.0,2459.177,-106.97898,16.98436,2194,2.0404,2.0402,3.148351,3.148413,0.060964,12.3225,4.593,0.0501,0,4.593,0.0203,0.9492,0,4.5958,0,0,0,0.9549,34.6496,34.6506,27.7,27.7008,3.0006,91.243,27.55
